Id_producto,Producto,Laboratorio,Clasificacion
11010,dolo-neurobionta-diclofenaco-50-mg-20-comprimidos-recubiertos,P&amp;G EX MERCK CONSUMO,dolor-y-fiebre
266799,analgex-tramadol-clorhidrato-100-mg-gotas-20-ml,RECALCINE,dolor-y-fiebre
13156,colmax-clonixinato-de-lisina-125-mg-10-comprimidos,ANDROMACO UTC,dolor-y-fiebre
250184,panadol-pediatrico-paracetamol-160-mg-5-ml-jarabe-120-ml-sin-azucar,GLAXO OTC,dolor-y-fiebre
292260,tramavolta-375325-tramadol-375-mg-30-comprimidos,EUROFARMA,dolor-y-fiebre
2247,paracetamol-80-mg-20-comprimidos,GENERICOS VARIOS,dolor-y-fiebre
199224,acido-mefenamico-500-mg-10-comprimidos,GENERICOS VARIOS,dolor-y-fiebre
256768,naxodol-tramadol-clorhidrato-100-mg-gotas-10-ml,MINTLAB,dolor-y-fiebre
199232,metamizol-250-mg-5-supositorios,GENERICOS VARIOS,dolor-y-fiebre
6280,eurogesic-pediatrico-naproxeno-50-mg-6-supositorios,SAVAL,dolor-y-fiebre
266997,dolipran-frovatriptan-25-mg-6-comprimidos,RECALCINE,dolor-y-fiebre
276038,tram-one-tramadol-clorhidrato-150-mg-10-capsulas,ITF FARMA,dolor-y-fiebre
258967,miragran-naratriptan-25-mg-10-comprimidos-recubiertos,ROYAL PHARMA,dolor-y-fiebre
27146,fredol-ergotamina-1-mg-10-comprimidos-recubiertos,MEDIPHARM,dolor-y-fiebre
27176,desdol-clorzoxazona-300-mg-20-comprimidos,MEDIPHARM,dolor-y-fiebre
269503,palexis-retard-tapentadol-100-mg-10-comprimidos,GRUNENTHAL,dolor-y-fiebre
199306,clonixinato-de-lisina-125-mg-10-comprimidos,GENERICOS VARIOS,dolor-y-fiebre
199392,ibuprofeno-100-mg5ml-suspension-100-ml,GENERICOS VARIOS,dolor-y-fiebre
57217,syndol-ketorolaco-10-mg-10-comprimidos,PHARMA INVESTI,dolor-y-fiebre
257628,heel-engystol-vincetoxicum-hirundinaria-d-75-mg-50-comprimidos,HEEL,dolor-y-fiebre
258353,congestex-paracetam-15-mg-gotas-15-ml,RECALCINE,dolor-y-fiebre
1355,kitadol-infantil-paracetamol-100-mg-gotas-15-ml,CHILE CONSUMO,dolor-y-fiebre
14020,mentholatum-analgesico-dental-eugenol-85-solucion-topica-37-ml,MENTHOLATUM,dolor-y-fiebre
9051,nastizol-compuesto-pseudoefedrina-30-mg5-ml-jarabe-100-ml,BAGO,dolor-y-fiebre
257147,pironal-flu-ibuprofeno-100-mg-5-ml-suspension-oral-100-ml,BAGO,dolor-y-fiebre
55109,sirdalud-tizanidina-2-mg-12-comprimidos,NOVARTIS ETICO,dolor-y-fiebre
11002,artren-diclofenaco-potasico-15-mg-suspension-20-ml,MERCK ETICO,dolor-y-fiebre
193095,geniol-pediatrico-paracetamol-80-mg-16-comprimidos,MINTLAB,dolor-y-fiebre
9042,nastizol-pseudoefedrina-30-mg-ml-gotas-15-ml,BAGO,dolor-y-fiebre
72128,tapsin-pediatrico-paracetamol-80-mg-16-comprimidos,MAVER,dolor-y-fiebre
276039,tram-one-tramadol-clorhidrato-200-mg-10-capsulas,ITF FARMA,dolor-y-fiebre
264237,naramig-naratriptan-25-mg-14-comprimidos-recubiertoss,GLAXO FARMA,dolor-y-fiebre
261260,manol-plus-tramadol-375-mg-30-comprimidos,SANITAS,dolor-y-fiebre
6286,eurogesic-naproxeno-25-mg-suspension-60-ml,SAVAL,dolor-y-fiebre
72222,tapsin-analgesico-paracetamol-400-mg-12-comprimidos,MAVER,dolor-y-fiebre
225007,paracetamol-infantil-paracetamol-80-mg-100-comprimidos,GENERICOS VARIOS,dolor-y-fiebre
41110,dolider-aas-65-mg-10-comprimidos,PASTEUR,dolor-y-fiebre
4626,niofen-flu-forte-ibuprofeno-30-mg-suspension-120-ml,RECALCINE,dolor-y-fiebre
4607,rinomex-loratadina-25-mg-jarabe-100-ml,RECALCINE,dolor-y-fiebre
256544,vesatis-lidocaina-5-5-parches,GRUNENTHAL,dolor-y-fiebre
1390,kitadol-paracetamol-120-mg5ml-jarabe-60-ml,CHILE CONSUMO,dolor-y-fiebre
193036,brodifac-ketorolaco-10-mg-10-comprimidos-recubierto,MINTLAB,dolor-y-fiebre
72127,tapsin-paracetamol-100-mgml-gotas-15-ml,MAVER,dolor-y-fiebre
257314,nastul-dia-y-noche-paracetamol-60-mg-20-comprimidos,SANITAS,dolor-y-fiebre
6301,ipson-pediatrico-ibuprofeno-100-mg5ml-suspension-120-ml,SAVAL,dolor-y-fiebre
9043,nastizol-pseudoefedrina-30-mg-5-ml-jarabe-120-ml,BAGO,dolor-y-fiebre
277273,cronotan-tramadol-375-mg-30-comprimidos,ITF FARMA,dolor-y-fiebre
259896,fibrox-ciclobenzaprina-10-mg-20-comprimidos,SAVAL,dolor-y-fiebre
26225,panadol-pediatrico-paracetamol-80-mg-16-comprimidos,GLAXO OTC,dolor-y-fiebre
252464,tramal-long-tramadol-clorhidrato-50-mg-20-comprimidos,GRUNENTHAL,dolor-y-fiebre
252484,tramal-long-tramadol-clorhidrato-50-mg-10-comprimidos,GRUNENTHAL,dolor-y-fiebre
6325,ipson-forte-ibuprofeno-200-mg5ml-suspension-120-ml,SAVAL,dolor-y-fiebre
6246,duo-val-pseudoefedrina-30-mg-gotas-15-ml,SAVAL,dolor-y-fiebre
111118,merpal-diclofenaco-potasico-15-mgml-gotas-20-ml,PRATER,dolor-y-fiebre
87086,dolgenal-ketorolaco-30-mg-3-ampollas,TECNOFARMA,dolor-y-fiebre
12137,nastul-pseudoef-60-mg-10-comprimidos,SANITAS,dolor-y-fiebre
263945,triofeno-ibuprofeno-200-mg-20-comprimidos,SAVAL,dolor-y-fiebre
3111,aspirina-adulto-acido-acetilsalicilico-500-mg-40-comprimidos,BAYER POPULAR,dolor-y-fiebre
3143,aspirina-forte-acido-acetilsalicilico-650-mg-10-comprimidos,BAYER POPULAR,dolor-y-fiebre
251209,t4-150-levotiroxina-150-mcg-50-comprimidos,BAGO,endocrinologia
257180,t4-50-levotiroxina-50-mcg-50-comprimidos,BAGO,endocrinologia
9214,t4-100-levotiroxina-100-mcg-50-comprimidos-ranurados,BAGO,endocrinologia
254315,t4-100-levotiroxina-100-mcg-100-comprimidos-ranurados,BAGO,endocrinologia
264634,t4-75-levotiroxina-75-mcg-50-comprimidos,BAGO,endocrinologia
11158,thyrozol-10-tiamazol-10-mg-50-comprimidos-recubierto,MERCK ETICO,endocrinologia
11040,novothyral-20-levotiroxina-20-mcg-100-comprimidos,MERCK ETICO,endocrinologia
11039,novothyral-20-levotiroxina-20-mcg-30-comprimidos,MERCK ETICO,endocrinologia
11157,thyrozol-tiamazol-5-mg-50-comprimidos-recubierto,MERCK ETICO,endocrinologia
277284,bioflora-saccharomyces-250-mg-10-capsulas,MAVER,gastrointestinal
263178,antiax-antiacido-con-magaldrato-480-gm-6-comprimidos-masticables,SAVAL,gastrointestinal
264509,ciruelax-forte-cassia-angustifolia-125-mg-24-comprimidos,GARDEN HOUSE,gastrointestinal
267357,multiflora-plus-probioticos-30-capsulas,PHARMA INVESTI,gastrointestinal
261770,gaviscon-antiacido-y-reflujo-tabletas-original-x8,RECKITT FARMA,gastrointestinal
72139,disfruta-bicarbonato-4622-gr-polvo-110-gr,MAVER,gastrointestinal
72140,disfruta-bicarbonato-4622-gr-polvo-110-gr-sabor-limon,MAVER,gastrointestinal
67069,flapex-e-simeticona-60-mg-20-capsulas,ANDROMACO ETICO,gastrointestinal
277283,bioflora-saccharomyces-250-mg-10-sobres-suspension-oral,MAVER,gastrointestinal
271509,disfruta-antiacido-refrescante-sabor-limon-polvo-efervescente,MAVER,gastrointestinal
754192,basico-bicarbonato-de-200-gr,OFICINALES CRUZ VERDE,gastrointestinal
293728,multiflora-probioticos-gotas-8-ml,PHARMA INVESTI,gastrointestinal
271508,disfruta-antiacido-refrescante-clasico-polvo-efervescente,MAVER,gastrointestinal
267907,ciruelax-minitabs-extracto-seco-cassia-angustifolia-75-mg-60-comprimidos-recubiertos,GARDEN HOUSE,gastrointestinal
261287,acifin-antiacido-con-magaldrato-470-gm-10-comprimidos-masticables,MINTLAB,gastrointestinal
252752,dolpic-trimebutino-200-mg-30-comprimidos,PASTEUR,gastrointestinal
199054,famotidina-20-mg-20-comprimidos,GENERICOS BIOEQUIVALENTES,gastrointestinal
294482,gastrezol-40-esomeprazol-40-mg-40-comprimidos,OPKO,gastrointestinal
33009,fosfosoda-jengibre-limon-bifosfato-na-18-solucion-oral-45-ml,PROQUIFAR,gastrointestinal
265582,fleetglicol-macrogol-4000-1497-gr-16-sobres,PROQUIFAR,gastrointestinal
268208,metoclopramida-10-mg-24-comprimidos,GENERICOS BIOEQUIVALENTES,gastrointestinal
272620,domperidona-10-mg-20-comprimidos-genericos,GENERICOS BIOEQUIVALENTES,gastrointestinal
263906,docivin-domperidona-10-mg-30-capsulas,MINTLAB,gastrointestinal
73023,dolpic-trimebutino-200-mg-50-comprimidos,PASTEUR,gastrointestinal
6037,itan-metoclopramida-10-mg-30-comprimidos,SAVAL,gastrointestinal
255781,idon-domperidona-10-mg-30-capsulas,SAVAL,gastrointestinal
255366,emezol-esomeprazol-40-mg-30-capsulas-recubrimiento-enterico,ANDROMACO ETICO,gastrointestinal
275886,omeprazol-20-mg-30-capsulas-con-granulos,GENERICOS BIOEQUIVALENTES,gastrointestinal
291969,esio-esomeprazol-40-mg-30-comprimidos-recubierto-enterico,EUROFARMA,gastrointestinal
299328,gastrezol-20-esomeprazol-20-mg-40-comprimidos-con-recubierto-enterico,OPKO,gastrointestinal
276254,pantocal--pantoprazol-40-mg-28-comprimidos,EUROFARMA,gastrointestinal
73022,dolpic-trimebutina-maleato-200-mg-10-comprimidos,PASTEUR,gastrointestinal
161017,viadil-pargeverina-5-mg-ml-gotas-15-ml,PHARMA INVESTI,gastrointestinal
256610,emezol-esomeprazol-20-mg-30-comprimidos,ANDROMACO ETICO,gastrointestinal
271990,famotidina-40-mg-10-comprimidos,GENERICOS BIOEQUIVALENTES,gastrointestinal
276485,omeprazol-20-mg-60-capsulas-con-granulos,GENERICOS BIOEQUIVALENTES,gastrointestinal
199342,trimebutino-100-mg-20-comprimidos,GENERICOS BIOEQUIVALENTES,gastrointestinal
287517,vintix-saccharomyces-boulardii-250-mg-polvo-para-uso-oral-10-sobres,PHARMA INVESTI,gastrointestinal
256770,plazolit-propinoxato-pargeverina-clorhidrato-5-mgml-solucion-15-ml,MINTLAB,gastrointestinal
193048,coliper-loperamida-2-mg-ml-gotas-orales-10-ml,MINTLAB,gastrointestinal
16068,losec-mups-omeprazol-20-mg-14-comprimidos,MERCK ETICO,gastrointestinal
193030,buton-papaverina-40-mg-10-comprimidos,MINTLAB,gastrointestinal
1426,restol-domperidona-10-mg-gotas-20-ml,CHILE MARCAS,gastrointestinal
295509,biogaia-probiotico-con-vitamina-d-lactobacillus-reuteri-0-bufc-gotas-1-ml,RECALCINE,gastrointestinal
294394,imecol-nifuroxazida-200-mg-16-comprimidos,MAVER,gastrointestinal
264513,pedialyte-60-solucion-oral-500-ml-sabor-manzana,ABBOTT NUTRICION,gastrointestinal
268462,salofalk-odd-mesalazina-1000-mg-10-supositorios,BIOTOSCANA,gastrointestinal
31037,aceite-de-ricino-995-liquido-20-ml,GENERICOS OFICINALES,gastrointestinal
257967,maalox-plus-simetic-200-mg-10-comprimidos,SANOFI CHC,gastrointestinal
6171,idon-domperidona-10-mgml-gotas-15-ml,SAVAL,gastrointestinal
16069,losec-mups-omeprazol-20-mg-28-comprimidos,MERCK ETICO,gastrointestinal
264177,gaviscon-antiacido-y-reflujo-tabs-doble-accion-x8,RECKITT FARMA,gastrointestinal
267360,multiflora-plus-probioticos-60-capsulas,PHARMA INVESTI,gastrointestinal
51157,ciruelax-ciruela-44-jalea-oral-150-gr,GARDEN HOUSE,gastrointestinal
275243,ciruelax-forte-cassia-angustifolia-2-jalea-oral-150-gr,GARDEN HOUSE,gastrointestinal
51086,ciruelax-ciruela-44-gr-jalea-oral-600-gr,GARDEN HOUSE,gastrointestinal
6359,doloverina-mebeverina-200-mg-20-comprimidos-de-liberacion-prolongada,SAVAL,gastrointestinal
292063,levogastrol-levosulpirida-25-mg-30-comprimidos,FAES FARMA CHILE,gastrointestinal
31035,aceite-de-ricino-995-liquido-20-ml-genericos,GENERICOS OFICINALES,gastrointestinal
6017,antiax-magaldrate-480-mg-suspension-360-ml,SAVAL,gastrointestinal
111096,gasopax-simetic-200-mg-24-comprimidos,PRATER,gastrointestinal
252692,bevitex-pargeverina-5-mg-ml-gotas-20-ml,PRATER,gastrointestinal
272307,dicetel-bromuro-de-pinaverium-100-mg-14-comprimidos,RECALCINE,gastrointestinal
287209,probiflora-senior-50-probioticos-1-mufc-30-capsulas,MAVER,gastrointestinal
266808,gaviscon-antiacido-reflujo-liquido-original-300-ml,RECKITT FARMA,gastrointestinal
257981,gaviscon-antiacido-y-reflujo-liquido-original-150-ml,RECKITT FARMA,gastrointestinal
26167,eno-limon-bicarbonato-4622-1-sobre,GLAXO OTC,gastrointestinal
268687,gaviscon-antiacido-reflujo-sachet-doble-accion-x12,RECKITT FARMA,gastrointestinal
252677,debridat-ap-trimebutina-300-mg-10-comprimidos,PFIZER ETICO,gastrointestinal
199281,glicerina-23-gr-10-supositorios-gigantes,GENERICOS OFICINALES,gastrointestinal
290912,izinova-concentrado-sulfato-de-sodio-17.5-gr-solucion-oral-176-ml,RECALCINE,gastrointestinal
272852,ribolac-rifaximina-200-mg-10-comprimidos-recubierto,RECALCINE,gastrointestinal
158073,dig-herbal-cynara-sco-05-ml-60-comprimidos,KNOP NATURAL,gastrointestinal
297459,enterol-s-saccharomyces-boulardii-250-mg-suspension-oral-10-sobres,SANITAS,gastrointestinal
295740,muno-start-probioticos-vitaminas-sticks-vitaminas-30-polvo,AXON,gastrointestinal
31050,buton-adulto-papaverina-40-mg-100-comprimidos,MINTLAB,gastrointestinal
26168,eno-regular-bicarbonato-4613-1-sobre,GLAXO OTC,gastrointestinal
272391,pruval-prucaloprida-1-mg-30-comprimidos,SAVAL,gastrointestinal
275031,protium-transit-plus-con-probioticos-probioticos-15-sachets,SAVAL,gastrointestinal
289517,natik-75-sabor-manzana-cloruro-de-sodio-135-gr-4-sobres,RAFFO,gastrointestinal
289730,ciruelax-minitabs-cassia-angustifolia-75-mg-100-comprimidos,GARDEN HOUSE,gastrointestinal
292064,forflow-fosfato-de-sodiofosfato-disodico-16.0-grgr-solucion-enema-133-ml,VARIOS ESPECIFICOS,gastrointestinal
292499,duspatalin-mebeverina-200-mg-30-capsulas,RECALCINE,gastrointestinal
86011,ursofalk-acido-ursodeoxicolico-250-mg-100-capsulas,BIOTOSCANA,gastrointestinal
1320,dolospam-papaverina-40-mg-15-comprimidos,CHILE MARCAS,gastrointestinal
257179,debridat-trimebutino-300-mg-30-comprimidos-liberacion-prolongada,PFIZER ETICO,gastrointestinal
266330,cloruro-de-sodio-09-solucion-inyectable-intravenosa-500-ml,SANDERSON,gastrointestinal
272841,t.r.o.-sales-rehidratantes-cloruro-de-sodio-20-gr-4-sobres,VARIOS ESPECIFICOS,gastrointestinal
193069,coliper-loperamida-2-mg-6-comprimidos,MINTLAB,gastrointestinal
275984,diavital-enzima-lactasa-9000-ui-30-comprimidos,MAVER,gastrointestinal
255258,hidrasec-pediatrico-racecadotrilo-30-mg-18-sobres,FERRER,gastrointestinal
266809,gaviscon-antiacido-y-reflujo-tabs-original-x16,RECKITT FARMA,gastrointestinal
253207,dompesin-domperidona-10-mg-suspension-20-ml,SANITAS,gastrointestinal
276033,protectum-beta-glucano-250-mg-30-capsulas,PASTEUR,gastrointestinal
158006,fenokomp-39-fenoftaleina-50-mg-90-comprimidos,KNOP NATURAL,gastrointestinal
12174,gastrolen-clordiazepoxido-5-mg-30-comprimidos-recubierto,SANITAS,gastrointestinal
199072,loperamida-2-mg-6-comprimidos,GENERICOS VARIOS,gastrointestinal
16073,nexium-esomeprazol-40-mg-14-comprimidos,ASTRAZENECA,gastrointestinal
261117,nexium-esomeprazol-10-mg-28-sobres,ASTRAZENECA,gastrointestinal
78017,buscapina--escopolamina-10-mg-20-grageas,SANOFI CHC,gastrointestinal
269109,zomel-hp-triterapia-amoxicilina-1-gr-comprimido-28-dosis,SAVAL,gastrointestinal
287257,biotiplus-probioticos-65-bufc-15-capsulas,RECALCINE,gastrointestinal
273060,ciruelax-forte-cassia-angustifolia-extracto-seco-125-mg-60-comprimidos,GARDEN HOUSE,gastrointestinal
294393,imecol-nifuroxazida-200-mg-8-comprimidos,MAVER,gastrointestinal
259901,riginal-bromuro-de-pinaverium-100-mg-20-comprimidos,ROYAL PHARMA,gastrointestinal
4565,valpin-anisotropina-8-mg-gotas-25-ml,RECALCINE,gastrointestinal
6025,diaren-nifuroxazida-200-mg-suspension-100-ml,SAVAL,gastrointestinal
86031,salofalk-mesalazina-500-mg-10-supositorios,BIOTOSCANA,gastrointestinal
264265,flapex-e-pancreatina-100-mg-10-capsulas,ANDROMACO ETICO,gastrointestinal
26065,phillips-carbonato-ca-100-mg-30-comprimidos-masticable,ASPEN FARMA,gastrointestinal
265800,sales-rehidratacion-90-limon-cloruro-de-sodio-35-gr-4-polvo-para-suspension-oral,GENERICOS VARIOS,gastrointestinal
263953,heel-kit-composicion-homeopatica-3-set,HEEL,gastrointestinal
287210,probiflora-woman-probioticos-2-bufc-30-capsulas,MAVER,gastrointestinal
256372,bion-transit-lactobacillus-plantarum299v-5-mg-30-capsulas,P&amp;G EX MERCK CONSUMO,gastrointestinal
254961,hidrasec--racecadotrilo-100-mg-9-capsulas,FERRER,gastrointestinal
1050,tensoliv-clordiazepoxido-5-mg-30-comprimidos,CHILE RECETARIO,gastrointestinal
16066,losec-mups-omeprazol-10-mg-28-comprimidos,MERCK ETICO,gastrointestinal
26224,phillips-carbonato-ca-100-mg-10-comprimidos,ASPEN FARMA,gastrointestinal
6119,antiax-magaldrate-480-mg-24-comprimidos,SAVAL,gastrointestinal
16074,nexium-esomeprazol-40-mg-28-comprimidos-recubiertos,ASTRAZENECA,gastrointestinal
257085,dulcolax-picosulfato-de-sodio-075-gotas-15-ml,SANOFI CHC,gastrointestinal
199280,glicerina-091-gr-20-supositorios-14,GENERICOS OFICINALES,gastrointestinal
179167,aguala-picosulfato-de-sodio-075-gotas-10-ml,ROYAL PHARMA,gastrointestinal
16072,nexium-esomeprazol-20-mg-28-comprimidos-recubiertos,ASTRAZENECA,gastrointestinal
33003,fleet-enema-pediatrico-bifosfato-na-59-enema-67-ml,PROQUIFAR,gastrointestinal
57229,bilaxil-granulado-plantago-22-gr-solucion-oral-400-gr,BAYER POPULAR,gastrointestinal
67398,dislep-levosulpirida-25-gotas-20-ml,FERRER,gastrointestinal
271210,contumax-3350--macrogol-3350-7-gr-15-sobres-solucion-oral,TECNOFARMA,gastrointestinal
18089,azulfidine-sulfasalazina-500-mg-100-comprimidos-ranurado,PFIZER ETICO,gastrointestinal
268045,lax-3350--macrogol-3350-7-gr-7-sobres,ANDROMACO ETICO,gastrointestinal
272074,prucalex-prucaloprida-2-mg-30-comprimidos-recubierto,ANDROMACO OTC,gastrointestinal
288121,bevitex-compuesto-metamizol-300-mg-ml-gotas-orales-30-ml,PRATER,gastrointestinal
78097,buscapina-escopolamina-10-mg-gotas-20-ml,SANOFI CHC,gastrointestinal
31036,aceite-de-ricino-995-liquido-20-ml-menta,GENERICOS OFICINALES,gastrointestinal
86013,salofalk-mesalazina-500-mg-100-comprimidos-recubierto,BIOTOSCANA,gastrointestinal
266327,sanderson-cloruro-de-sodio-09-solucion-inyectable-250-ml,SANDERSON,gastrointestinal
26059,phillips-carbonato-ca-85-suspension-120-ml,ASPEN FARMA,gastrointestinal
267311,budenofalk-budesonida-2-mg-espuma-14-dosis,BIOTOSCANA,gastrointestinal
268686,gaviscon-antiacido-y-reflujo-sachet-orig-10-ml-x12,RECKITT FARMA,gastrointestinal
274699,metamucil-psyllium-586-gr-polvo-para-suspension-oral-174-gr,P&amp;G FARMA,gastrointestinal
268292,biogaia-protectis-probioticos-30-comprimidos-masticables-sabor-limon,RECALCINE,gastrointestinal
272596,bion-bb-suspension-oleosa-probioticos-gotas-5-gr,P&amp;G EX MERCK CONSUMO,gastrointestinal
257630,heel-gastricumeel-argentum-30-mg-50-comprimidos,HEEL,gastrointestinal
273024,ursofalk-acido-ursodeoxicolico-500-mg-50-comprimidos,BIOTOSCANA,gastrointestinal
256549,lanzopral-pediatrico-lansoprazol-30-mg-14-sobres,PHARMA INVESTI,gastrointestinal
193075,baldmin-pipenzolato-br-04-gotas-15-ml,MINTLAB,gastrointestinal
199400,carbon-sulfaguanidina-carbon-127-mg-20-comprimidos,GENERICOS OFICINALES,gastrointestinal
262824,zomel-esomeprazol-40-mg-35-capsulas,SAVAL,gastrointestinal
272005,lanzopral-heli-pack-lansoprasol-30-mg-14-blister,PHARMA INVESTI,gastrointestinal
6140,antiax-magaldrate-480-mg-suspension-180-ml,SAVAL,gastrointestinal
290371,enterol-s-saccharomyces-boulardii-250-mg-10-capsulas,SANITAS,gastrointestinal
253100,digenil-pancreatina-230-mg-20-capsulas,SAVAL,gastrointestinal
260308,floralite-sodio-20-meq-l-solucion-oral-500-ml-sabor-naranja,P&amp;G EX MERCK CONSUMO,gastrointestinal
33035,axant-lactulosa-lactulosa-65-solucion-oral-200-ml,MINTLAB,gastrointestinal
267214,zoltum-pantoprazol-20-mg-28-comprimidos,TECNOFARMA,gastrointestinal
6372,trim-trimebutino-300-mg-10-comprimidos-liberacion-prolongada,SAVAL,gastrointestinal
27187,meditoina-mebeverina-135-mg-30-comprimidos,MEDIPHARM,gastrointestinal
287260,bago-vital-inmune-probioticos-10-sachets,BAGO,gastrointestinal
269416,ursofalk-acido-ursodesoxicolico-250-mg-5-ml-suspension-oral-250-ml,BIOTOSCANA,gastrointestinal
257252,solvobil-acido-ursodeoxicolico-250-mg-100-comprimidos,SILESIA ETICO,gastrointestinal
86035,budenofalk-budesonida-3-mg-100-capsulas,BIOTOSCANA,gastrointestinal
289738,normix-rifaximina-200-mg-12-comprimidos-recubierto,ANDROMACO ETICO,gastrointestinal
292998,pedialyte-45-solucion-oral-500-ml-sabor-frutilla,ABBOTT NUTRICION,gastrointestinal
6028,debridat-trimebutina-100-mg-20-comprimidos,PFIZER ETICO,gastrointestinal
67072,flapex-simeticona-4-gotas-15-ml,ANDROMACO ETICO,gastrointestinal
86021,salofalk--mesalazina-500-mg-30-supositorios,BIOTOSCANA,gastrointestinal
250219,evadol-xr-mebeverina-200-mg-30-capsulas,ANDROMACO ETICO,gastrointestinal
263990,normix-rifaximina-200-mg-24-comprimidos-recubierto,ANDROMACO ETICO,gastrointestinal
6337,digenil-pancreatina-230-mg-10-capsulas,SAVAL,gastrointestinal
251733,aloe-lax-aloina-130-mg-50-capsulas,KNOP NATURAL,gastrointestinal
272133,movidol-mebeverina-200-mg-30-capsulas-liberacion-prolongada,PASTEUR,gastrointestinal
24186,neo-pankreoflat-pancreatina-170-mg-8-comprimidos,ROYAL PHARMA,gastrointestinal
264176,gaviscon-doble-accion-alginato-500-mg10m-suspension-150-ml,RECKITT FARMA,gastrointestinal
275985,diavital-enzima-lactasa-9000-ui-60-comprimidos,MAVER,gastrointestinal
258395,biogaia-lactobacillus-reuteri-0-ufc-gotas-5-ml,RECALCINE,gastrointestinal
251042,dig-herbal-cynara-sco-05-ml-10-comprimidos,KNOP NATURAL,gastrointestinal
269345,salofalk-odd-mesalazina-15-gr-30-sobres-con-liberacion-prolongada,BIOTOSCANA,gastrointestinal
252693,bevitex-forte-pargeverina-10-mg-gotas-20-ml,PRATER,gastrointestinal
754178,basico-bicarbonato-de-500-gr,OFICINALES CRUZ VERDE,gastrointestinal
199444,lansoprazol-30-mg-30-capsulas,GENERICOS VARIOS,gastrointestinal
72062,mulcatel-sucralfato-10-suspension-200-ml,MAVER,gastrointestinal
262823,zomel-esomeprazol-20-mg-35-capsulas,SAVAL,gastrointestinal
26165,eno-limon-bicarbonato-4622-gr-polvo-100-gr,GLAXO OTC,gastrointestinal
270840,perenteryl-probiotico-antidiarreico-10-sobres-de-250-mg,AXON,gastrointestinal
270841,perenteryl-probiotico-antidiarreico-10-capsulas-de-250-mg,AXON,gastrointestinal
264233,creon-25000-pancreatina-300-mg-50-capsulas,RECALCINE,gastrointestinal
287207,probiflora-kids-2-probioticos-15-bufc-30-sobres,MAVER,gastrointestinal
292500,alflorex-probiotico-b.-infantis-30-capsulas,AXON,gastrointestinal
4086,lerogin-clordiazepoxido-5-mg-30-grageas,RECALCINE,gastrointestinal
41047,dolcopin-escopolamina-1666-mg-gotas-15-ml,PASTEUR,gastrointestinal
57019,libraxin-clordiazepoxido-5-mg-30-grageas,DEUTSCHE PHARMA,gastrointestinal
59175,laxonarol-vaselina-liquida-1100-mg-25-capsulas-blandas,FARMOQUIMICA,gastrointestinal
6217,euromucil-psyllium-309-polvo-400-gr,SAVAL,gastrointestinal
67397,dislep-levosulpirida-25-mg-20-comprimidos,FERRER,gastrointestinal
274698,metamucil-psyllium-5619-gr-polvo-para-suspension-oral-425-gr-sabor-naranja,P&amp;G FARMA,gastrointestinal
275244,ciruelax-forte-cassia-angustifolia-2-jalea-oral-300-gr,GARDEN HOUSE,gastrointestinal
276034,protectum-betaglucano-13-mg-jarabe-100-ml,PASTEUR,gastrointestinal
274192,asacol-mesalazina-400-mg-100-comprimidos,VARIOS ESPECIFICOS,gastrointestinal
265916,diolasa-vainilla-enzima-lactasa-9000-ui-30-comprimidos,ANDROMACO ETICO,gastrointestinal
6034,debridat-forte-trimebutino-200-mg-50-comprimidos,PFIZER ETICO,gastrointestinal
1077,rehsal-60-sales-hidratantes-sodio-1-sobre-sabor-frutilla,CHILE MARCAS,gastrointestinal
259105,diolasa-enzima-lactasa-9000-ui-30-comprimidos,ANDROMACO ETICO,gastrointestinal
264514,pedialyte-60-uva-dex-1757-mg-solucion-oral-500-ml,ABBOTT NUTRICION,gastrointestinal
266008,mecolzine-mesalazina-500-mg-100-comprimidos,FAES FARMA CHILE,gastrointestinal
266331,sanderson-glucosa-dextrosa-5-solucion-inyectable-500-ml,SANDERSON,gastrointestinal
161116,lanzopral-lansoprazol-30-mg-30-capsulas,PHARMA INVESTI,gastrointestinal
258961,plazolit-forte-propinoxato-10-mg-gotas-15-ml,MINTLAB,gastrointestinal
263652,creon-10.000-pancreatina-150-mg-20-capsulas,RECALCINE,gastrointestinal
276256,aloe-aloe-vera-60-capsulas,GARDEN HOUSE,gastrointestinal
274650,vivera-lactobacillus-rhamnosus-8-sobres,P&amp;G EX MERCK CONSUMO,gastrointestinal
199168,aluminio-hidroxdo-aluminio-hidroxido-6-gel-180-ml,GENERICOS VARIOS,gastrointestinal
267215,zoltum-pantoprazol-40-mg-28-comprimidos-recubierto-enterico,TECNOFARMA,gastrointestinal
268283,spasmodox-otilonio-bromuro-40-mg-30-comprimidos-recubierto,RECALCINE,gastrointestinal
266634,ciruelax-cassia-angustifolia-125-mg-jarabe-105-ml,GARDEN HOUSE,gastrointestinal
256613,viadil-forte-pargeverina-10-mg-10-comprimidos,PHARMA INVESTI,gastrointestinal
51004,ciruelax-ciruela-44-jalea-oral-300-gr,GARDEN HOUSE,gastrointestinal
6018,diaren-nifuroxazida-200-mg-20-comprimidos,SAVAL,gastrointestinal
274191,ursilan-250-acido-ursodeoxicolico-250-mg-100-capsulas,VARIOS ESPECIFICOS,gastrointestinal
1076,rehsal-60-sales-hidratantes-sodio-8-sobres-sabor-frutilla,CHILE MARCAS,gastrointestinal
